Group,URL,Description,Info
 Chemical databases ,redirection-new.php?URL=ae5365b519a8c5af436803a0f0f6403ba958d40919d99d78f269a864ed3441da&NAME=WOMBAT,WOMBAT,". (World of Molecular Bioactivity). Database of 331,872 entries (268,246 unique SMILES), representing 1,966 unique targets, with bioactivity annotations. Compiled by Sunset Molecular Discovery LLC."
 Chemical databases ,redirection-new.php?URL=7e762947ea887516d16bafb10a467e061abf111533ca8a0676b9975bd84f9daf&NAME=ApprovedDrugs,Approved Drugs,". The Approved Drugs app contains over a thousand chemical structures and names of small molecule drugs approved by the US Food & Drug Administration (FDA). Structures and names can be browsed in a list, searched by name, filtered by structural features, and ranked by similarity to a user-drawn structure. The detail view allows viewing of a 3D conformation as well as tautomers. Structures can be exported in a variety of ways, e.g. email, twitter, clipboard. For iPad and iPhone. Developed by Molecular Materials Informatics, Inc."
 Chemical databases ,redirection-new.php?URL=785d614e95bb3bf8ea3111aa60cf5c130e4d028d5da8f71775f5e3127ed0871b&NAME=ChemSpiderMobile,ChemSpider Mobile,". Allows searching the ChemSpider chemical database, provided by the Royal Society of Chemistry. Compounds can be searched by structure or by name, and browsed within the app. Results can be examined by jumping to the web page. Search structures are drawn using the powerful MMDS molecular diagram editor. For iPad. Provided by Molecular Materials Informatics, Inc."
 Chemical databases ,redirection-new.php?URL=6d6a1a79629a2e71ddb89a9107db00951b7e2e908dc312811d068a28ab29036a&NAME=e-Drug3D,e-Drug3D,". Database mirroring the current content of the U.S. pharmacopeia of small drugs. Contains 1822 molecular structures with a molecular weight < 2000 (last update: July 2016). Provides SD files (single conformer, tautomers or multiple conformers). Maintained by the Institut de Pharmacologie Moléculaire et Cellulaire, France."
 Chemical databases ,redirection-new.php?URL=a69de1a569d75c3b0a9c6fcfa710f1f554b361157545b460610bb7e880b6063e&NAME=GLASS,GLASS,". GLASS (GPCR-Ligand Association) database is a manually curated repository for experimentally-validated GPCR-ligand interactions. Along with relevant GPCR and chemical information, GPCR-ligand association data are extracted and integrated into GLASS from literature and public databases. A list of currently-known GPCRs was compiled from UniProt and used to filter through the other chemical databases for ligand-association data (ChEMBL, BindingDB, IUPHAR, DrugBank, PDSP), GPCR diseases association (TTD), GPCR experimental structural data (PDB, BioLiP), and predicted models of GPCRs (GPCRRD). Subsequently, information from the extracted databases were unified to the same format and checked to ensure that all entries are only GPCR-related. Thus, the user would not find any entries on receptor tyrosine kinases or any other protein that is not a GPCR. All relevant ligand chemical data (PubChem) and GPCR data (UniProt) were extracted accordingly for each GPCR-ligand entry. Each molecule with a unique InChI key was considered a unique ligand entry in the database. Developed and maintained by the Zhang Lab at the University of Michigan, USA."
 Chemical databases ,redirection-new.php?URL=ac7d68dd82f46bd1268939a7b4d0e2834f79d1528610fb47934f5044bd5f5c32&NAME=ChemDB/ChemicalSearch,ChemDB/ChemicalSearch,. Find chemicals by various search criteria.
 Chemical databases ,redirection-new.php?URL=bb965e1485e1f20564c7495a6c17a3a2a872525de3cdbe6f0c22f8ca31d0a3fb&NAME=StructuralDatabase(CSD),Structural Database (CSD),. Repository for small molecule crystal structures in CIF format. The CSD is compiled and maintained by the Cambridge Crystallographic Data Centre
 Chemical databases ,redirection-new.php?URL=f7168f76be1b987e1bdba6fed875fda6705d92fd68b4f5605a0a3005b169e125&NAME=SPRESI<sup>web</sup>,SPRESIweb,". Integrated database containing over 8.7 million molecules, 4.1 million reactions, 658,000 references and 164,000 patents covering the years 1974 - 2009. Developed by InfoChem."
 Chemical databases ,redirection-new.php?URL=79ba9f6dc4f84458085a610bf356242e7e91991c982b9b33c84755fcb637be1e&NAME=MMsINC,MMsINC,". Database of non-redundant, annotated and biomedically relevant chemical structures. Includes the analysis of chemical properties, such as ionization and tautomerization processes, and the in silico prediction of 24 important molecular properties in the biochemical profile of each structure. MMsINC supports various types of queries, including substructure queries and the novel 'molecular scissoring' query. MMsINC is interfaced with other primary data collectors, such as PubChem, Protein Data Bank (PDB), the Food and Drug Administration database of approved drugs and ZINC. provided by the CRS4 - Bioinformatics Laboratory, Parco Sardegna Ricerche, Italy."
 Chemical databases ,redirection-new.php?URL=6553ebf951268a1850c17812b6f59d2547899871242ce944e4ad2b7d6b2a295d&NAME=ZINClick,ZINClick,". ZINClick is a database of triazoles generated using existing alkynes and azides, synthesizable in no more than three synthetic steps from commercially available products. This resulted in a combinatorial database of over 16 million of 1,4-disubstituted-1,2,3-triazoles (Molecular Weight < 1000), each of which is easily synthesizable, but at the same time new and patentable. Provided by the Università degli Studi del Piemonte Orientale ""A. Avogadro""."
 Chemical databases ,redirection-new.php?URL=504c6bf09b22f1e6643b0db74d656c42165a6c5152747c8de7b2151a4b371ff4&NAME=SPRESI<sup>mobile</sup>,SPRESImobile,". iPod, iPhone and iPad application providing direct access to ChemReact, a subset of the SPRESI structure and reaction database, which contains more than 400,000 unique reaction types and the related references. Developed by InfoChem."
 Chemical databases ,redirection-new.php?URL=cbfb44fe3d3e0ec2fdaa1c692dfbc3881829aabb4210fc3bcf0c263cb805a83a&NAME=MORE,MORE,". (MObile REagents). Mobile app, for iphone, ipad and android, which gives access to over 9 million molecules and 16 million chemical product variations offered by 56 different suppliers. Can search reagents by name, formula or by drawing a chemical structure. It is possible to limit the search to specific suppliers, bookmark the search results, and export small sdfiles. Allows converting a picture of a chemical structure taken from the iPhone camera into a structurally searchable molecule using OSRA (Optical Structure Recognition Application)."
 Chemical databases ,redirection-new.php?URL=96b75f0f1cd657c0f50b45ec55f835c507175438c45d3cc47e3bb468eb197dfa&NAME=KKB,KKB,". (Kinase Knowledgebase). Database of kinase structure-activity and chemical synthesis data. Developed and maintained by Eidogen-Sertanty, Inc."
 Chemical databases ,redirection-new.php?URL=86c17aeffc4cdff6c2c9741311f44789e0a3ad567db46843c715d7c73c935cf2&NAME=iKinaseUniversal,iKinase Universal,. iPad/iPhone application providing sample structure activity data from Eidogen-Sertanty's Kinase Knowledgebase (KKB). Exists in a Pro version (iKinasePro).
 Chemical databases ,redirection-new.php?URL=17543e4ddbed755de2a1ee5e41c54933bc105e3637eb6f1d64f5712bb235e963&NAME=DUD.E,DUD.E,". (Database of Useful Decoys: Enhanced). DUD-E is designed to help test docking algorithms by providing challenging decoys. It contains a total 22,886 active compounds and their affinities against 102 targets, an average of 224 ligands per target. Also includes 50 decoys for each active, having similar physico-chemical properties but dissimilar 2-D topology. DUD-E is provided freely by the Shoichet Laboratory in the Department of Pharmaceutical Chemistry at the University of California, San Francisco (UCSF)."
 Chemical databases ,redirection-new.php?URL=e58b877b9fb79ac45ec0722b6cd988dfc69e5f78fd03c3b04a2dec513c42c2c2&NAME=DUD,DUD,". (Directory of Useful Decoys). DUD is designed to help test docking algorithms by providing challenging decoys. It contains a total of 2,950 active compounds against a total of 40 targets. For each active, 36 ""decoys"" with similar physical properties (e.g. molecular weight, calculated LogP) but dissimilar topology. DUD is provided freely by the Shoichet Laboratory in the Department of Pharmaceutical Chemistry at the University of California, San Francisco (UCSF)."
 Chemical databases ,redirection-new.php?URL=24b0d5aad0338b634caba25b10783e6eed42e13729c42acd1a974948545b2215&NAME=GPCR-Bench,GPCR-Bench,". GPCR-Bench provides a high quality GPCR docking benchmarking set: 25 PDB structures covering all NR structures as of January 2015, and active and decoy compounds in the spirit of DUD. Provided by Heptares Therapeutics Ltd., UK."
 Chemical databases ,redirection-new.php?URL=cf7553f40eb1833347f1926a42fd3eeb3e94b6ee1b6e389811b19c4aceab1e39&NAME=MUV,MUV,". Maximum Unbiased Validation Datasets for Virtual Screening, with non-clumpy, spatially random topology. Provided by Carolo-Wilhelmina University."
 Chemical databases ,redirection-new.php?URL=7e7add1e209bee2e91f7134928ff90727447e025912d2b07fc82ecfb1ac7df93&NAME=GLL,GLL,. (GPCR Ligand Library). Database of 25145 ligands for 147 GPCRs. Associated with the GDD (GPCR Decoy Database). Provided by the Claudio N. Cavasotto Lab. of the Instituto de Biomedicina de Buenos Aires - Max Planck Society Partner (IBioBA-MPSP).
 Chemical databases ,redirection-new.php?URL=7e7add1e209bee2e91f7134928ff90727447e025912d2b07fc82ecfb1ac7df93&NAME=GDD,GDD,". (GPCR Decoy Database). For each ligand in GLL, 39 decoys were drawn from ZINC ensuring physical similarity of six properties (molecular weight, formal charge, hydrogen bond donors and acceptors, rotatable bonds and logP), but structural dissimilarity. Provided by the Claudio N. Cavasotto Lab. of the Instituto de Biomedicina de Buenos Aires - Max Planck Society Partner (IBioBA-MPSP)."
 Chemical databases ,redirection-new.php?URL=6091185cd63dee2aea805043d77c43eddb147f897b7d392a00327b1ce89d6cda&NAME=VDS,VDS,. Virtual Decoy Sets for Molecular Docking Benchmarks. Similar to DUD but ignoring synthetic feasibility. Expected to be less biased with respect to physical similarity.
 Chemical databases ,redirection-new.php?URL=10b7cd8f1090eeb937f47c062de22549f0de14de3f1d8653a44ccfb353614066&NAME=LEADS-PEP,LEADS-PEP,". A benchmark dataset for assessing peptide docking performance. The set includes 53 protein-peptide complexes with peptide ranging from 3 to 12 residues. Several well-known small molecule docking program were tested. Provided by the Fraunhofer Institute for Molecular Biology and Applied Ecology, Germany."
 Chemical databases ,redirection-new.php?URL=0d2f4b3266767b2f0a597b4241bf11ef3a96237ddb8342071522ba7af9e5ec62&NAME=DNP,DNP,". (Dictionary of Natural Products). Comprehensive and fully-edited database on natural products, arising from the Dictionary of Organic Compounds (DOC).The compilation of DNP is undertaken by a team of academics and freelancers who work closely with the in-house editorial staff at Chapman & Hall. Each contributor specialises in a particular natural product class (e.g. alkaloids) and reorganises and classifies the data in the light of new research so as to present it in the most consistent and logical manner possible."
 Chemical databases ,redirection-new.php?URL=ed71efe5d6e44207649157a21ba2e676c92d16226199a60795e765dca8a2bea0&NAME=ChemIDPlus,ChemIDPlus,. Database of compounds and structures by US National Library of Medicine
 Chemical databases ,redirection-new.php?URL=3cc572347c59c15271f11b38e6e4dd19e0e9312fa996d5e2916bc7426d784390&NAME=ChemBank,ChemBank,". Public, web-based informatics environment created by the Broad Institute's Chemical Biology Program. Includes freely available data derived from small molecules and small-molecule screens, and resources for studying the data."
 Chemical databases ,redirection-new.php?URL=032ad16856bd48288c4e5c3d72b6365d85d91f33bf51b7fa3a7ab496184c0439&NAME=eMolecules,eMolecules,. Database of unique molecules from commercial suppliers
 Chemical databases ,redirection-new.php?URL=ccbef7521b60aac180ae581abbdf3f894c0de0d22b259e8a95dc44aba6467313&NAME=GLIDA,GLIDA,". GPCR-Ligand Database. Provides information on both GPCRs and their known ligands. Enterable either by GPCR search or ligand search. Maintained by the PharmacoInformatics Laboratory, Kyoto University."
 Chemical databases ,redirection-new.php?URL=fb5dfdf8b2dd9996c5c4612abe1b04796016d8f003be45f5f3ef8b0d18016884&NAME=ComparativeToxicogenomicsDatabase(CTD),Comparative Toxicogenomics Database (CTD),. Database of manually curated data describing cross-species chemical-gene/protein interactions and chemical and gene disease relationships to illuminate molecular mechanisms underlying variable susceptibility and environmentally influenced diseases.
 Chemical databases ,redirection-new.php?URL=ef226665f0c7c08ce803fed8e601bbecc1ce48980f33ad539a5369fe9d6736d3&NAME=SuperDRUG2,SuperDRUG2,". Database of more than 4,600 active pharmaceutical ingredients. Annotations include drugs with regulatory details, chemical structures (2D and 3D), dosage, biological targets, physicochemical properties, external identifiers, side-effects and pharmacokinetic data. Different search mechanisms allow navigation through the chemical space of approved drugs. A 2D chemical structure search is provided in addition to a 3D superposition feature that superposes a drug with ligands already known to be found in the experimentally determined protein-ligand complexes. It has been added simulations of ""physiologically-based"" pharmacokinetics of drugs. The interaction check feature identifies potential drug-drug interactions and also provides alternative recommendations for elderly patients. Maintained by the University of Charité, Berlin, Germany."
 Chemical databases ,redirection-new.php?URL=696da554355254c2e273968835e6b1f4f27198fee27dac63c459afb8643a0e9d&NAME=LigandExpo,Ligand Expo,. Formerly Ligand Depot. Provides chemical and structural information about small molecules within the structure entries of the Protein Data Bank.
 Chemical databases ,redirection-new.php?URL=652f189b93a3e9bb8e21b4ac6b5e8c491677080f1d0af38e4a4b1758e5a9fb6a&NAME=GlideLigandDecoysSet,Glide Ligand Decoys Set,". Collection created by selecting 1000 ligands from a one million compound library that were chosen to exhibit ""drug-like"" properties. Used in Glide enrichment studies. Provided by Schrödinger."
 Chemical databases ,redirection-new.php?URL=8fa1ddad6de6bd7f13c368ec4fb406dbfb06a1fe4458cbdee0fe856e1422b360&NAME=GlideFragmentLibrary,Glide Fragment Library,". Set of 441 unique small fragments (1-7 ionization/tautomer variants; 6-37 atoms; MW range 32-226) derived from molecules in the medicinal chemistry literature. The set includes a total of 667 fragments with accessible low energy ionization and tautomeric states and metal and state penalties for each compound from Epik. These can be used for fragment docking, core hopping, lead optimization, de novo design, etc. Provided by Schrödinger."
 Chemical databases ,redirection-new.php?URL=f984c2a00bf4e0ef4e5a27c5e04d339d550c18cfd1fba0afb8cce34cc70bc421&NAME=VirtuallibraryRepository,Virtual library Repository,". Libraries of 30,184 (redundant) and 4,544 small-molecule fragments, all less than 150 daltons in weight, derived from FDA-approved compounds using the python script fragmentizer. Distributed by the National Biomedical Computation Resource."
 Chemical databases ,redirection-new.php?URL=03e65020c8e4ccef158d8059cc59238aec2da64929432d585f106e14fc6bf0bb&NAME=NRDBSM,NRDBSM,". (Non Redundant Database of Small Molecules) is a database aimed specifically at virtual high throughput screening of small molecules. It has been developed giving special consideration to physicochemical properties and Lipinski's rule of five. Provided by the Supercomputing Facility for Bioinformatics & Computational Biology, IIT Delhi."
 Chemical databases ,redirection-new.php?URL=0521570bd2c3866234ae87197987af1e8196e04de20e3b3b1610b6cfbf316483&NAME=LigandExpo,Ligand Expo,". Ligand Expo (formerly Ligand Depot) provides chemical and structural information about small molecules within the structure entries of the Protein Data Bank. Tools are provided to search the PDB dictionary for chemical components, to identify structure entries containing particular small molecules, and to download the 3D structures of the small molecule components in the PDB entry. A sketch tool is also provided for building new chemical definitions from reported PDB chemical components."
 Chemical databases ,redirection-new.php?URL=0fa65364b0236d473b800f5dbbc4dae6104ff98ad97e87c4c1e4c20c88af4702&NAME=ChEBI,ChEBI,. (Chemical Entities of Biological Interest). Freely available dictionary of molecular entities focused on ‘small’ chemical compounds. provided by the European Bioinformatics Institute.
 Chemical databases ,redirection-new.php?URL=3d713ee890eaf2cf2d4f136f6cae564248622e9510f233a8bacb27e3a03a5821&NAME=KEGGDRUG,KEGG DRUG,". Comprehensive drug information resource for approved drugs in Japan, USA, and Europe unified based on the chemical structures and/or the chemical components, and associated with target, metabolizing enzyme, and other molecular interaction network information. Provided by the Kyoto Encyclopedia of Genes and Genomes."
 Databases handling ,redirection-new.php?URL=2220a167bd4ae51b18a05b3dadfa77226b836c4e170619e7a1abc98e944e6112&NAME=Bingo,Bingo,". Relational database management system (RDBMS) data cartridge that provides fast, scalable, and efficient storage and searching solution for chemical information. Bingo integrates the chemistry into Oracle, Microsoft SQL Server and PostgreSQL databases. Its extensible indexing is designed to enable scientists to store, index, and search chemical moieties alongside numbers and text within one underlying relational database server. Free software. Distributed by GGA software."
 Databases handling ,redirection-new.php?URL=4c6d759a97347db8a7a24867cb53c961839ced25040da35b498340c88dcd4eea&NAME=JChemforExcel,JChem for Excel,". Integrates structure handling and visualizing capabilities within a Microsoft Excel environment. Structures are fully supported within spreadsheets and be can viewed, edited, searched, resized, ordered, managed. Provided by ChemAxon."
 Databases handling ,redirection-new.php?URL=0141eed93206f6feb524d2bd45571ae52626cb0953ce6cc80028004a2a05aceb&NAME=ChemDiff,ChemDiff,". Indigo-based utility for finding duplications and visual comparison of two files containing multiple structures. SDF, SMILES, CML, MOLFILE input formats are supported. Files can contains large amount of molecules and ChemDiff was test on files with up to 1 million ones. Free and open-source. Distributed by GGA software."
 Databases handling ,redirection-new.php?URL=cbbfacc854d8d2b10d6e196cdf39c96cebf1443b73be5eb13ed075948a4c9116&NAME=IXTAB,IXTAB,". Xtab is a transversal compounds library management tool to create, import, explore and analyse databases. Provided by Mind The Byte."
 Protein-ligand complexes databases ,redirection-new.php?URL=a5a4a3adbede7f89bf5db9fe56d0db9b42a33d22d68f296df85d6827a9698b10&NAME=ProteinDataBank(PDB),Protein DataBank (PDB),". Databank of experimentally-determined structures of proteins, nucleic acids, and complex assemblies."
 Protein-ligand complexes databases ,redirection-new.php?URL=7f784e20eb987351bb2ce0450294bbee1cb3d3e1c8edee5dc8903132d9fa7eb6&NAME=BindingMOAD(MotherOfAllDatabase),Binding MOAD (Mother Of All Database),". Subset of the Protein Data Bank (PDB), containing a collection of well resolved protein crystal structures with clearly identified biologically relevant ligands annotated with experimentally determined binding data extracted from literature. Maintained by the university of Michigan."
 Protein-ligand complexes databases ,redirection-new.php?URL=dc02d1e9ead0871093d093bb47053c763934f236e7ffd3b3ecb29df93a8ed16c&NAME=PDBbind,PDBbind,". Collection of experimentally measured binding affinity data (Kd, Ki, and IC50) exclusively for the protein-ligand complexes available in the Protein Data Bank (PDB). All of the binding affinity data compiled in this database are cited from original references."
 Protein-ligand complexes databases ,redirection-new.php?URL=732083730adbde8eb9f2af446c7f22a359647d9cf3d4c8c4b7146cc4c8de1809&NAME=ProPairs,ProPairs,". A Data Set for Protein-Protein Docking that dentifies and presents protein docking complexes and their unbound structures. They can be used as benchmark sets to develop or to test docking algorithms. Hosted by Macromolecular Modelling Group, Freie Universität Berlin, Germany."
 Protein-ligand complexes databases ,redirection-new.php?URL=7dfb058b0bf9abb6691f79a0fc204bd5b7a7949862eb0c5615521dcabfe9bcc3&NAME=NRLiSt,NRLiSt,. (Nuclear Receptors Ligands and Structures Benchmarking DataBase). Non-commercial manually curated benchmarking database dedicated to the Nuclear Receptor(NR) ligands and structures pharmacological profiles. Provided by the Conservatoire National des Arts et Métiers - Paris.
 Protein-ligand complexes databases ,redirection-new.php?URL=f8bd21f73aa734c7ed85a0f32447a066956cdf292612e30c5778fdfbde4d4cd8&NAME=CCDC/AstexValidationset,CCDC/Astex Validation set,. The new CCDC/Astex test set consists of 305 protein-ligand complexes. All protonation states have been assigned by manual inspection. It is an extended version of the original GOLD validation test set.
 Protein-ligand complexes databases ,redirection-new.php?URL=ff8de60c9cf58ee05f88438cff7196a52ae79d44e5804c614142c33a1ff1bc46&NAME=AffinDB,AffinDB,. Freely accessible database of affinities for protein-ligand complexes from the PDB.
 Protein-ligand complexes databases ,redirection-new.php?URL=fa15137ca19a012a1a09c9e586372ce10a426f4af404668b3ad54f0671f61f37&NAME=ProteinLigandDatabase(PLD),Protein Ligand Database (PLD),". Collection of protein ligand complexes extracted fom the PDB along with biomolecular data, including binding energies, Tanimoto ligand similarity scores and protein sequence similarities of protein-ligand complexes. Maintained by the University of Cambridge."
 Protein-ligand complexes databases ,redirection-new.php?URL=080d532f49c016edddfc99a60833bb766b2d3229120d7163bff1a80cb76642a0&NAME=BindingDB,BindingDB,". Public, web-accessible database of measured binding affinities, focusing chiefly on the interactions of protein considered to be drug-targets with small, drug-like molecules."
 Protein-ligand complexes databases ,redirection-new.php?URL=f8de0644d501dd47cca0646e64b3995bfa18621d18d1f1888141e7a4f9f5ec6c&NAME=KiDatabase,Ki Database,". Provides information on the abilities of drugs to interact with an expanding number of molecular targets. The Ki database serves as a data warehouse for published and internally-derived Ki, or affinity, values for a large number of drugs and drug candidates at an expanding number of G-protein coupled receptors, ion channels, transporters and enzymes. Currently 55472 Ki values. Maintained by the NIMH Psychoactive Drug Screening Program."
 Protein-ligand complexes databases ,redirection-new.php?URL=32c3f0e66afdc36482f8c38e7b18efc821224029de4bcc0fccf1ddbead71c296&NAME=SCORPIO,SCORPIO,. Free online repository of protein-ligand complexes which have been structurally resolved and thermodynamically characterised.
 Protein-ligand complexes databases ,redirection-new.php?URL=94e2199b0262eef291e9c24d784d0250a702e7301ee76fe397477222c5537336&NAME=PDSP,PDSP,". Psychoactive Drug Screening Program. Provides screening of novel psychoactive compounds for pharmacological and functional activity at cloned human or rodent CNS receptors, channels, and transporters. Assays, K"
 Protein-ligand complexes databases ,redirection-new.php?URL=768876b94d0d431cff1ef870580bcf44413e54fdf1870f466e020d4cfc87aac4&NAME=BAPPLcomplexesset,BAPPL complexes set,. 161 protein-ligand complexes with experimental and estimated binding free energies calculated with the BAPPL server.
 Protein-ligand complexes databases ,redirection-new.php?URL=50279b68e882957a8a9945fa160ac469267c963aa6e606be34be49d9a7de2556&NAME=DNADrugcomplexdataset,DNA Drug complex dataset,". Dataset of DNA-drug complexes consisting of 16 minimized crystal structures and 34 model-built structures, along with experimental affinities, used to validate PreDDICTA."
 Protein-ligand complexes databases ,redirection-new.php?URL=080d532f49c016edddfc99a60833bb766b2d3229120d7163bff1a80cb76642a0&NAME=BindingDatabase,Binding Database,". Public, web-accessible database of measured binding affinities, focusing chiefly on the interactions of protein considered to be drug-targets with small, drug-like molecules. Maintained by the Center for Advanced Research in Biotechnology,  University of Maryland Biotechnology Institute."
 Protein-ligand complexes databases ,redirection-new.php?URL=050a9e6aa79819a0bf5a674ab0e505a04dc213a0e0272610264bde104425cd0c&NAME=KuntzProteinTestSet,Kuntz Protein Test Set,. Set of 114 crystallographically determined protein-ligand structures used to test the docking program DOCK. Maintained by UCSF.
 Target databases ,redirection-new.php?URL=a52910b4ef4360eaf40a4ab016ec2ce36c2071e7bc8ab2de2d4c00436d700722&NAME=TTD,TTD,". (Therapeutic Target Database). Database to provide information about the known and explored therapeutic protein and nucleic acid targets, the targeted disease, pathway information and the corresponding drugs directed at each of these targets. Also included in this database are links to relevant databases containing information about target function, sequence, 3D structure, ligand binding properties, enzyme nomenclature and drug structure, therapeutic class, clinical development status. All information provided are fully referenced."
 Pathway databases ,redirection-new.php?URL=5cef113f80d7d2094a67fbc72bff17e38e3c7b498e718516d570f107b0478167&NAME=STITCH,STITCH,". Resource to explore known and predicted interactions of chemicals and proteins. Chemicals are linked to other chemicals and proteins by evidence derived from experiments, databases and the literature. STITCH contains interactions for between 300,000 small molecules and 2.6 million proteins from 1133 organisms. Provided by the Beyer group of the Biotechnology Center TU Dresden."
 Pathway databases ,redirection-new.php?URL=be70b063d0b7f50680c5661ceb3127c33a6b17afa64ac2430c77cccbf3394ebe&NAME=SMPDB,SMPDB,". (Small Molecule Pathway Database). Interactive, visual database containing more than 350 small molecule pathways found in humans. SMPDB is designed specifically to support pathway elucidation and pathway discovery in metabolomics, transcriptomics, proteomics and systems biology. All SMPDB pathways include information on the relevant organs, subcellular compartments, protein cofactors, protein locations, metabolite locations, chemical structures and protein quaternary structures. Provided by the Departments of Computing Science & Biological Sciences, University of Alberta."
