Group,URL,Description,Info
 Web services and databases ,redirection-new.php?URL=fc7049f8578df4a0ce65c98b7a74c5c27e81c3cba7ed3efbc0a56540ee5ea280&NAME=TIPdatabase,TIP database,". The Target Informatics Platform (TIP) database contains more than 195,000 high resolution protein structures and homology models, with annotated small molecule binding sites, covering major drug target families including proteases, kinases, phosphatases, phosphodiesterases, nuclear receptors, and GPCRs. The TIP database automatically and self-consistently updates itself, possibly including proprietary sequence and structure data. Developed and maintained by Eidogen-Sertanty, Inc."
 Web services and databases ,redirection-new.php?URL=0a076ce631c662b630ce521a44a29535155357124e0197e74d372899a5057b91&NAME=iProtein,iProtein,. iPad application providing access to the Eidogen-Sertanty's Target Informatics Platform (TIP).
 Web services and databases ,redirection-new.php?URL=6a61d27a1a0be883232a7e4e2251ba06943c40057204beec4fb52905d923b036&NAME=ModBase,ModBase,". Database of three-dimensional protein models calculated by comparative modeling. The models are derived by ModPipe, an automated modeling pipeline relying on the programs PSI-BLAST and MODELLER. The database also includes fold assignments and alignments on which the models were based. MODBASE also contains information about putative ligand binding sites, SNP annotation, and protein-protein interactions."
 Web services and databases ,redirection-new.php?URL=25522ff264c9ad315961e19be46aa9a6ff8e50fb69975844ded0d76b9656a5bb&NAME=ModEval,ModEval,". Model evaluation server for protein structure models. Maintained by Andrej Sali at the University of California, San Francisco."
 Web services and databases ,redirection-new.php?URL=05b7e7056230ca94c7903304e38430e500029151a7cb64518c4c40e9fc6c3b68&NAME=ModLoop,ModLoop,". Web server for automated modeling of loops in protein structures. The server relies on the loop modeling routine in MODELLER that predicts the loop conformations by satisfaction of spatial restraints, without relying on a database of known protein structures. Maintained by Andrej Sali at the University of California, San Francisco."
 Web services and databases ,redirection-new.php?URL=4f73244be24432b0ab75dc37ee46932629ad4301a21b70f72fd4e025eb4d64cd&NAME=ProtinfoABCM,Protinfo ABCM,". The Protinfo web server consists of a series of discrete modules that make predictions of, and provide information about, protein folding, structure, function, interaction, evolution, and design by applying computational methodologies developed by the Samudrala Computational Biology Research Group."
 Web services and databases ,redirection-new.php?URL=c56025a7097c7be5c45eccd89759e33cb0daa2a9b2d157a8b8bd03652dca81f1&NAME=PMP,PMP,". (Protein Model Portal). Gives access to various models computed by comparative modeling methods provided by different partner sites, and provides access to various interactive services for model building, and quality assessment. Provided by the Swiss Institute of BioInformatics and the University of Basel."
 Web services and databases ,redirection-new.php?URL=6f788091a3d6446f32be06c0625257154167db10273bf891e9ba8206e4791741&NAME=HHpred,HHpred,. Web server for homology detection & structure prediction by HMM-HMM comparison.
 Web services and databases ,redirection-new.php?URL=fa4aa288b5f8ec08f112c35f3f458805e42c1272f4ae4e402f68477fd7b31c45&NAME=CPHmodels,CPHmodels,". Protein homology modeling server. The template recognition is based on profile-profile alignment guided by secondary structure and exposure predictions. Maintained by the Center for Biological Sequence Analysis, Denmmark."
 Web services and databases ,redirection-new.php?URL=094de3847ce69adb7407218b9f7bcfdd5f2b7126a6f37e351a3134cb767fa813&NAME=GeneSilicoMetaserver,GeneSilico Metaserver,". Gateway to various methods for protein structure prediction, including primary structure, seconday structure, transmembrane helices, disordered regions, disulfide bonds, nucleic acid binding residues in proteins and tertiary structure. Maintained by the Bujnicki laboratory in IIMCB, Warsaw, Poland."
 Web services and databases ,redirection-new.php?URL=9c0b75a7f266d136c83fb449331a510b11ebd3a218eb6d2c9450928a44a69250&NAME=QUARK,QUARK,". Internet service for ab initio protein folding and protein structure prediction, which aims to construct the correct protein 3D model from amino acid sequence only. QUARK models are built from small fragments (1-20 residues long) by replica-exchange Monte Carlo simulation under the guide of an atomic-level knowledge-based force field. QUARK was ranked as the No 1 server in Free-modeling (FM) in CASP9. Since no global template information is used in QUARK simulation, the server is suitable for proteins which are considered without homologous templates.  Provided by the University of Michigan."
 Web services and databases ,redirection-new.php?URL=e416437a86a1537f9b54cc3cad46b1b0f99535e0407c5bfa9ff5183ea9cf7471&NAME=SuperLooper,SuperLooper,". SuperLooper provides an online interface for the automatic, quick and interactive search and placement of loops in proteins. Loop candidates are selected from a database (LIMP) comprising ~ 180.000 loops of membrane proteins or, alternatively, from (LIP) containing ~ 513.000.00 segments of water-soluble proteins with lengths up to 35 residues. In addition to several filtering criteria regarding structural and sequence features, the software allows for placing the loop within the predicted membrane-water interface. Provided by Charité Berlin, Structural Bioinformatics Group."
 Web services and databases ,redirection-new.php?URL=f3e4a9c36d503402623e1874fbc707013e3442dc34008a2d95dafac62bb085ad&NAME=PEP-FOLD,PEP-FOLD,". De novo approach aimed at predicting peptide structures from amino acid sequences. This method, based on structural alphabet SA letters to describe the conformations of four consecutive residues, couples the predicted series of SA letters to a greedy algorithm and a coarse-grained force field. Developed by the University of Paris Diderot."
 Web services and databases ,redirection-new.php?URL=ecbc1d9ad215e1c75a3681c92a56764f0773b1df618863e3f7c902569610ac52&NAME=FoldX,FoldX,. A whole package for protein modeling and design. Originally focused on the impact of mutation on protein structure stability based on an original force field strongly linked to mutagenesis data. It was developed by at the European Molecular Biology Laboratory in Heidelberg and at Center for Genomic Regulation in Barcelona. The FoldX Suite is available through academic or commercial license.
 Web services and databases ,redirection-new.php?URL=c84e74fdbc41ff38ab8e77635cba41ec7d7d5dc5bf5a255d79d26e2c28d3b8bb&NAME=LOMETS,LOMETS,". (Local Meta-Threading-Server). On-line web service for protein structure prediction. It generates 3D models by collecting high-scoring target-to-template alignments from 8 locally-installed threading programs (FUGUE, HHsearch, MUSTER, PPA, PROSPECT2, SAM-T02, SPARKS, SP3). Exists as a standalone package. Provided by the University of Michigan."
 Web services and databases ,redirection-new.php?URL=d030c3007ad7a61bf7b4a1f9e31fdd25309956d4715eec90e459cd3906d79a43&NAME=ESyPred3D,ESyPred3D,". Automated homology modeling web server in which lignments are obtained by combining, weighting and screening the results of several multiple alignment programs. The final three dimensional structure is built using the modeling package MODELLER."
 Web services and databases ,redirection-new.php?URL=304a246b6794ff2a1dd0ebcfb29b3bcd4130465f6273fd301dd8c8761f042154&NAME=MolProbity,MolProbity,". Web service for all-atom structure validation for macromolecular crystallography. Maintained by the Richardson Lab, Duke University."
 Web services and databases ,redirection-new.php?URL=3a2aaa77333071d519e42561f41ab9aa1b24578ec646ebb94093c32b3a7e56b9&NAME=PSiFR,PSiFR,". (Protein Structure and Function predicton Resource) provides integrated tools for protein tertiary structure prediction and structure and sequence-based function annotation. The web portal provides access to TASSER, TASSER-Lite and MetaTASSER and DBD-Hunter, and the enzyme function inference engine EFICAz2."
 Web services and databases ,redirection-new.php?URL=7a306ef77af48eef6d11179a2a6b469276a3293282aaaddba19be1c5d0e15199&NAME=3D-Jigsaw,3D-Jigsaw,. Automated system to build three-dimensional models for proteins based on homologues of known structure.
 Web services and databases ,redirection-new.php?URL=b7a8551835e011123887f6ee9769d27f3444ab9ee814444486aa6f6e0ef2e8e8&NAME=Geno3D,Geno3D,. Automatic modeling of proteins three-dimensional structure using comparative protein structure modelling by spatial restraints (distances and dihedral) satisfaction. Provided by the Pole Bioinformatique Lyonnais.
 Web services and databases ,redirection-new.php?URL=80936c02071abfe98c0ce85e7ad01dffe7ec016cce02f061d58bb353324d4eeb&NAME=VADAR,VADAR,". (Volume, Area, Dihedral Angle Reporter) is a compilation of more than 15 different algorithms and programs for analyzing and assessing peptide and protein structures from their PDB coordinate data to quantitatively and qualitatively assess protein structures determined by X-ray crystallography, NMR spectroscopy, 3D-threading or homology modelling. Provided by the University of Alberta, Canada."
 Web services and databases ,redirection-new.php?URL=b443bca93fbb5fbe21f0700cedc4280ded419b8086af2abcec42473e2f97a587&NAME=phyre,phyre,". (Protein Homology/analogY Recognition Engine). Automated 3D model building using profile-profile matching and secondary structure. Provided by the Structural Bioinformatics group, Imperial College London."
 Web services and databases ,redirection-new.php?URL=05cf309305abd5f6d1a065d9ca343fe1fe62c4f9a1a82e33a0f1b2ca54283b42&NAME=HMMSTR/Rosetta,HMMSTR/Rosetta,". Predicts the structure of proteins from the sequence : secondary, local, supersecondary, and tertiary. Provided by the Depts of Biology & Computer Science, Rensselaer Polytechnic Institute"
 Web services and databases ,redirection-new.php?URL=a1f752f10722dab89bf8c4d39c53a7d3ebe8c8acbf4eb8f7c858ecd94b412860&NAME=GPCRautomodel,GPCRautomodel,". Web service that automates the homology modeling of mammalian olfactory receptors (ORs) based on the six three-dimensional (3D) structures of G protein-coupled receptors (GPCRs) available so far and (ii) performs the docking of odorants on these models, using the concept of colony energy to score the complexes. Provided by INRA."
 Web services and databases ,redirection-new.php?URL=a5627363e1992347d0d0a57df46170986a76976170a4921061dd303c3c6d59a4&NAME=FALC-Loop,FALC-Loop,. Web server for protein loop modeling using a fragment assembly and analytical loop closure method.
 Web services and databases ,redirection-new.php?URL=34ebe9ca0cccc34bf682a15bf96216377509dd1e285f63829787cca44dbf9636&NAME=IntFOLD,IntFOLD,". Web resource for protein fold recognition, 3D model quality assessment, intrinsic disorder prediction, domain prediction and ligand binding site prediction."
 Web services and databases ,redirection-new.php?URL=bbca5d432cfdb3a47a71f78549434df2f82d632a0610a03ccd3995b3816f114f&NAME=HOMODELLER,HOMODELLER,". Web server to predict protein 3D structure (PDB coordinates) from its primary sequence file by homology modelling. Provided by the University of Alberta, Canada."
 Web services and databases ,redirection-new.php?URL=63bdb006cf30269ef38432e57712b811a58e1c41377318101bf207064da4ec84&NAME=PEPstr,PEPstr,". Web server to predict the tertiary structure of small peptides with sequence length varying between 7 to 25 residues. The prediction strategy is based on the realization that β-turn is an important and consistent feature of small peptides in addition to regular structures. Provided by the Bioinformatics Centre, Institute of Microbial Technology, Chandigarh."
